Unnamed: 0,id,title,author,issue,volume,venue,page,pub_date,type,publisher,editor,omid,detected_language,confidence
4560753,omid:br/06310109788 doi:10.5988/jime.58.574,新型電動舵取機の開発 - Smartshipへの道,"Nakamura, Keiji [omid:ra/06310295007]; Ueki, Shuji [omid:ra/06310295008]",4,58.0,Marine Engineering [omid:br/0638016920 issn:1346-1427 issn:1884-3778],574-580,2023-07-01,journal article,The Japan Institute Of Marine Engineering [omid:ra/0680114265 crossref:4010],,omid:br/06310109788,ja,1.0
3310672,omid:br/06803880826 doi:10.53347/rid-152012,Lymphangioma Of Parotid Gland,"Kandel, Dr [omid:ra/068010766543]",,,Radiopaedia.org [omid:br/06803881665],,2022-09-09,reference entry,Radiopaedia Australia Pty Ltd [omid:ra/0640115437 crossref:30861],,omid:br/06803880826,lt,0.318025141954422
5570067,omid:br/06702411403 doi:10.1201/9780429083969-13,Neonatal Jaundice,"Razaq, Samar [omid:ra/06707190908]",,,Difficult Cases In Primary Care [omid:br/06702411894 isbn:9780429083969],99-106,2021-04-08,book chapter,Informa Uk Limited [omid:ra/0610116005 crossref:301],,omid:br/06702411403,ro,0.4701603651046753
10831491,omid:br/061301964731 doi:10.53676/jism.v7i1.138,Analisis Ekonomi Usaha Penangkapan Cumi Di Laut Aru,"Mulyanto, Itok Agus [omid:ra/061305985253]; Rahmani, Urip [omid:ra/061305985254]; Telussa, Riena F [omid:ra/061305985255]",1,7,Jurnal Ilmiah Satya Minabahari [omid:br/061301966382 issn:2502-4418],20-30,2022-02-16,journal article,Universitas Satya Negara Indonesia Fakultas Perikanan Dan Ilmu Kelautan [omid:ra/061305985243 crossref:31791],,omid:br/061301964731,ms,0.7038314342498779
6778062,omid:br/06190639530 pmid:34471681 doi:10.1021/acscentsci.1c00599,Twisting Of 2D Kagomé Sheets In Layered Intermetallics,"Sinha, Mekhola [omid:ra/0621085915 orcid:0000-0001-8776-4721]; Vivanco, Hector K. [omid:ra/061901872559]; Wan, Cheng [omid:ra/061901872560]; Siegler, Maxime [omid:ra/062302919 orcid:0000-0003-4165-7810]; Stewart, Veronica J. [omid:ra/061901872561]; Pogue, Elizabeth A. [omid:ra/061901872562]; Pressley, Lucas A. [omid:ra/0616021614 orcid:0000-0002-0765-3333]; Berry, Tanya [omid:ra/066038204 orcid:0000-0002-1583-2120]; Wang, Ziqian [omid:ra/061901872563]; Johnson, Isaac [omid:ra/061901872564]; Chen, Mingwei [omid:ra/06203803 orcid:0000-0002-8274-3099]; Tran, T. Thao [omid:ra/06403663 orcid:0000-0002-2395-3555]; Phelan, W. Adam [omid:ra/066038205 orcid:0000-0001-8787-1965]; McQueen, Tyrel [omid:ra/0619012628 orcid:0000-0002-8493-4630]",8.0,7.0,ACS Central Science [omid:br/0623014058 issn:2374-7951 issn:2374-7943],1381-1390,2021-08-06,journal article,American Chemical Society (Acs) [omid:ra/0610116070 crossref:316],,omid:br/06190639530,fr,0.9988580942153932
9102899,omid:br/062603563335 doi:10.1038/s41477-022-01261-4,A Legume Kinesin Controls Vacuole Morphogenesis For Rhizobia Endosymbiosis,"Zhang, Xiaxia [omid:ra/062609636207]; Wang, Qi [omid:ra/062609636208]; Wu, Jingxia [omid:ra/062609636209]; Qi, Meifang [omid:ra/062609636210]; Zhang, Chen [omid:ra/062609636211]; Huang, Yige [omid:ra/062609636212]; Wang, Guangda [omid:ra/062609636213]; Wang, Huan [omid:ra/062609636214]; Tian, Juan [omid:ra/062609636215]; Yu, Yanjun [omid:ra/062609636216]; Chen, Dasong [omid:ra/062609636217]; Li, Youguo [omid:ra/062609636218]; Wang, Dong [omid:ra/062609636219]; Zhang, Yijing [omid:ra/062609636220]; Xue, Yongbiao [omid:ra/062609636221]; Kong, Zhaosheng [omid:ra/068050446 orcid:0000-0003-3788-7883]",11,8,Nature Plants [omid:br/064022516 issn:2055-0278],1275-1288,2022-10-31,journal article,Springer Science And Business Media Llc [omid:ra/0610116006 crossref:297],,omid:br/062603563335,es,0.9362784028053284
7001658,omid:br/061901929557 doi:10.37384/va.2020.16.025,Pilsētu Teksti Kā Autentiski Materiāli Kontekstualizētai Latviešu Valodas Apguvei Ārvalstu Universitātēs,"Pošeiko, Solvita [omid:ra/061905726858]",16,,Valodu Apguve: Problēmas Un Perspektīva : Zinātnisko Rakstu Krājums = Language Acquisition: Problems And Perspective : Conference Proceedings [omid:br/061901930443 issn:2661-5584],25-54,2020-05-06,journal article,Liepaja University [omid:ra/0650115876 crossref:23618],,omid:br/061901929557,lv,1.0
627364,omid:br/06702618106 doi:10.1002/9783527809080.cataz16431,TEMPO Bleach Method,"Cornils, B. [omid:ra/06707829590]",,,Catalysis From A To Z [omid:br/06702619119],,2020-04-18,,Wiley [omid:ra/0610116001 crossref:311],,omid:br/06702618106,de,0.4702893793582916
6387335,omid:br/06703847110 pmid:36080884 doi:10.3390/s22176425,Analysis Of AI-Based Single-View 3D Reconstruction Methods For An Industrial Application,"Hartung, Julia [omid:ra/06508727199 orcid:0000-0002-3966-5750]; Dold, Patricia M. [omid:ra/067010647500 orcid:0000-0002-4763-9472]; Jahn, Andreas [omid:ra/06508727200 orcid:0000-0003-0207-0224]; Heizmann, Michael [omid:ra/066026778 orcid:0000-0001-9339-2055]",17,22,Sensors [omid:br/06408887 issn:1424-8220 doi:10.3390/sensors],6425-6425,2022-08-25,journal article,Mdpi Ag [omid:ra/0610116165 crossref:1968],,omid:br/06703847110,et,0.9667183756828308
5223555,omid:br/061701856880 doi:10.1007/s42399-020-00500-z,Platelet Rich Plasma As A Treatment Method For Rotator Cuff Tears,"Hitchen, Jack [omid:ra/061705489302]; Wragg, Nicholas M. [omid:ra/061705489303]; Shariatzadeh, Maryam [omid:ra/061047672 orcid:0000-0002-0098-6338]; Wilson, Samantha Louise [omid:ra/0615039516 orcid:0000-0002-9152-9182]",11,2.0,SN Comprehensive Clinical Medicine [omid:br/0621041198 issn:2523-8973],2293-2299,2020-09-05,journal article,Springer Science And Business Media Llc [omid:ra/0610116006 crossref:297],,omid:br/061701856880,de,0.8420557379722595
92548,omid:br/06510217872 doi:10.20550/jietaikaiyoushi.30.0_112,4-4-4 ガスエンジン特性に及ぼすアンモニア混合の影響,"星加, 浩輔 [omid:ra/06510609511]; 岸, 直弥 [omid:ra/06510609512]; 奥村, 幸彦 [omid:ra/06510609513]; 神原, 信志 [omid:ra/06510609514]",0,30,日本エネルギー学会大会講演要旨集 [omid:br/0604520885 issn:2423-8325 jid:jietaikaiyoushi issn:2423-8317],112-113,2021-07-28,journal article,一般社団法人 日本エネルギー学会 [omid:ra/06510609515],,omid:br/06510217872,ja,1.0
6098281,omid:br/06402652711 doi:10.7566/jpscp.29.011005,Multi-component Time-dependent Ginzburg–Landau Study Of Photo-excitation Effects On Superconducting Fluctuation,"Iwazaki, Ryuta [omid:ra/066085719 orcid:0000-0003-1624-335X]; Hoshino, Shintaro [omid:ra/06407747030]",,,Proceedings Of J-Physics 2019: International Conference On Multipole Physics And Related Phenomena [omid:br/06402653401],,2020-02-12,proceedings article,Physical Society Of Japan [omid:ra/0640115796 crossref:4365],,omid:br/06402652711,eu,0.7281737923622131
10295520,omid:br/06403974777 doi:10.1186/s13068-022-02216-9,Arabinan Saccharification By Biogas Reactor Metagenome-Derived Arabinosyl Hydrolases,"Liu, Yajing [omid:ra/064010900055]; Angelov, Angel [omid:ra/064010900056]; Feiler, Werner [omid:ra/064010900057]; Baudrexl, Melanie [omid:ra/064010900058]; Zverlov, Vladimir [omid:ra/064010900059]; Liebl, Wolfgang [omid:ra/06190166 orcid:0000-0002-8421-2478]; Vanderhaeghen, Sonja [omid:ra/064010900060]",1,15,Biotechnology For Biofuels And Bioproducts [omid:br/06501655457 issn:2731-3654],,2022-11-12,journal article,Springer Science And Business Media Llc [omid:ra/0610116006 crossref:297],,omid:br/06403974777,rw,0.3583571314811706
3522482,omid:br/061901532632 doi:10.52989/darmabakti.v1i2.26,Pengembangan Prasarana Masjid Untuk Taman Pendidikan Al-Qur’an (Tpa) Di Masjid Jamiatul Ihsan Sukabangun,"Putra, Hendi Warlika Sedo [omid:ra/061904587104]; Pranoto, Radius [omid:ra/061904587105]; Sari, Anggi Nidya [omid:ra/061904587106]; Suryan, Viktor [omid:ra/061904587107]; Herlinawati, Herlinawati [omid:ra/061904587108]",2,1.0,Darmabakti: Jurnal Inovasi Pengabdian Dalam Penerbangan [omid:br/061901533512 issn:2776-2009 issn:2775-5568],131-149,2021-05-24,journal article,Politeknik Penerbangan Palembang [omid:ra/0630115757 crossref:30922],,omid:br/061901532632,ms,0.7741761803627014
9089753,omid:br/06802532862 doi:10.17130/ijmeb.798469,İŞsi̇Zli̇K Ve İNti̇Har Arasindaki̇ İLi̇Şki̇: Türki̇Ye Örneği̇,"Di̇Lber, Tanay [omid:ra/06807570754]; Uysal, Doğan [omid:ra/06807570755]",3,16.0,International Journal Of Management Economics And Business [omid:br/06802533617 issn:2147-9208 issn:2147-9194],729-744,2020-09-30,journal article,International Journal Of Management Economics And Business [omid:ra/0670114242 crossref:6734],,omid:br/06802532862,tr,0.8343868255615234
4238528,omid:br/06210589302 doi:10.1002/lpor.202100718,An Intelligent Programmable Omni‐Metasurface,"Hu, Qi [omid:ra/062101781747]; Zhao, Jianmin [omid:ra/062101781748]; Chen, Ke [omid:ra/0617028266 orcid:0000-0002-5864-5034]; Qu, Kai [omid:ra/062101781749]; Yang, Weixu [omid:ra/062101781750]; Zhao, Junming [omid:ra/062101781751]; Jiang, Tian [omid:ra/062101781752]; Feng, Yijun [omid:ra/062101781753]",6,16.0,Laser & Photonics Reviews [omid:br/063011999 issn:1863-8880 issn:1863-8899 doi:10.1002/(issn)1863-8899],2100718-2100718,2022-03-06,journal article,Wiley [omid:ra/0610116001 crossref:311],,omid:br/06210589302,sv,0.793903112411499
8491515,omid:br/061203340533 doi:10.1080/0966369x.2021.1946487,"Fashioning Hybrid Muslim Women’S Veiled Embodied Geographies In Hamilton, Aotearoa New Zealand: #Hijabi Spaces","Soltani, Anoosh [omid:ra/0620114798 orcid:0000-0001-5092-7961]; Johnston, Lynda [omid:ra/0619019262 orcid:0000-0001-7686-9181]; Longhurst, Robyn [omid:ra/061209139598]",3,29.0,"Gender, Place & Culture [omid:br/0613062809 issn:0966-369X issn:1360-0524]",393-418,2021-07-27,journal article,Informa Uk Limited [omid:ra/0610116005 crossref:301],,omid:br/061203340533,de,0.4999445080757141
4915351,omid:br/0670942959 doi:10.25208/0042-4609-2019-95-6-5-13,Actinic Keratosis: Аctual View,"Abramova, T. V. [omid:ra/0626054982 orcid:0000-0002-7407-7938]; Murakhovskaya, E. K. [omid:ra/06702751703]; Kovaleva, Yu. P. [omid:ra/06702751704]",6,95.0,Vestnik Dermatologii I Venerologii [omid:br/0670943099 issn:0042-4609 issn:2313-6294],5-13,2020-01-26,journal article,Rossijskoe Obschestvo Dermatovenerologov I Kosmetologov [omid:ra/06702749014 crossref:10838],,omid:br/0670942959,es,0.5246397256851196
1354453,omid:br/06802533408 doi:10.36306/konjes.698721,LNG’nin Soğuk Enerjisini Kullanan Yeni Bir Birleşik Güç Sistemin Termodinamik Analizi,"Özen, Dilek Nur [omid:ra/06807571846]",1,8,Konya Journal Of Engineering Sciences [omid:br/06802533678 issn:2147-9364],122-134,2020-03-05,journal article,Konya Muhendislik Bilimleri Dergisi [omid:ra/06807571399 crossref:22155],,omid:br/06802533408,tr,1.0
5133459,omid:br/06401740251 doi:10.46348/car.v2i1.40,Sikap Hidup Hamba Tuhan Berdasarkan 2 Timotius 2:1-13,"Wokas, Iva Trifena Mayrina [omid:ra/06405328483]",1,2.0,CARAKA: Jurnal Teologi Biblika Dan Praktika [omid:br/06401740839 issn:2722-1393 issn:2722-1407],16-30,2021-03-11,journal article,Sekolah Tinggi Teologi Injil Bhakti Caraka Batam [omid:ra/06405328482 crossref:25571],,omid:br/06401740251,id,0.9633126258850098
2070663,omid:br/062402250546 doi:10.2307/j.ctvz0h9fd.6,Zum Sichtbar Unsichtbaren,"Engel, Juliane [omid:ra/062406764196]",,,Das Erziehungswissenschaftliche Qualitativer Forschung [omid:br/062402251472],61-84,2020-03-09,book chapter,Jstor [omid:ra/0610116012 crossref:1121],,omid:br/062402250546,de,0.9999997615814208
3001820,omid:br/062103541865 doi:10.37680/almanhaj.v1i1.108,Konstruksi Hukum Pembiayaan Murabahah Dan Wakalah Dalam Satu Transaksi Pada Bank Btpn Syariah; Telaah Fatwa Dsn-Mui Nomor 04/Dsn-Mui/Iv/2000,"Wahyudi, Anjar K [omid:ra/062109711821]",1,1,AL-MANHAJ: Jurnal Hukum Dan Pranata Sosial Islam [omid:br/06102165517 issn:2686-1607 issn:2686-4819],43-56,2019-08-30,journal article,"Omah Jurnal Sunan Giri, Insuri Ponorogo [omid:ra/0650115416 crossref:24607]",,omid:br/062103541865,id,0.9989365935325624
9770245,omid:br/062501981685 pmid:35069867 doi:10.3892/etm.2021.11109,Bacterial Endocarditis Masked By COVID‑19: A Case Report,"Bajdechi, Mircea [omid:ra/062506037190]; Vlad, Nicoleta [omid:ra/062506037191]; Dumitrascu, Mirela [omid:ra/062506037192]; Mocanu, Elena [omid:ra/062506037193]; Dumitru, Irina [omid:ra/062506037194]; Cernat, Roxana [omid:ra/062506037195]; Rugină, Sorin [omid:ra/062506037196]",2,23.0,Experimental And Therapeutic Medicine [omid:br/067045360 issn:1792-1015 doi:10.3892/etm issn:1792-0981],,2021-12-30,journal article,Spandidos Publications [omid:ra/0610116821 crossref:2249],,omid:br/062501981685,eo,0.4218159914016723
2493290,omid:br/06320185206 doi:10.3390/su15032214,Gender Analysis Of Uptake Of Trichogramma Chilonis To Control Helicoverpa Armigera On Tomato Crops In Pakistan,"Danish, Muhammad [omid:ra/06320544451]; Faisal, Shah [omid:ra/06320544452]; Holmes, Keith A. [omid:ra/06320544453]; Luke, Belinda [omid:ra/06105064608 orcid:0000-0003-4055-5185]; Terefe, Bethel [omid:ra/06320544454 orcid:0000-0001-9025-5346]; Williams, Frances [omid:ra/06320544455 orcid:0000-0002-6772-0753]",3,15,Sustainability [omid:br/0618046556 issn:2071-1050],2214-2214,2023-01-25,journal article,Mdpi Ag [omid:ra/0610116165 crossref:1968],,omid:br/06320185206,eo,0.917575478553772
5320956,omid:br/061601944489 doi:10.15295/bmij.v6i4.279,Reklam Sloganlarinin Marka Farkindaliğina Olan Etki̇Si̇Ni̇N Beli̇Rlenmesi̇,"Kizgin, Yıldıray [omid:ra/061605765013 orcid:0000-0002-7844-052X]; Benli̇, Tahir [omid:ra/061605765128 orcid:0000-0001-6380-3562]",4,6.0,Business & Management Studies: An International Journal [omid:br/061601944850 issn:2148-2586],1178-1197,2019-01-03,journal article,Business And Management Studies: An International Journal [omid:ra/061605764914 crossref:5961],,omid:br/061601944489,tr,0.9999983310699464
4680915,omid:br/06360314754 doi:10.15083/0002004283,Mint3は虚血再灌流傷害後の尿細管上皮細胞のアポトーシスと腎線維化を軽減する,"那須, かほり [omid:ra/06360816246]",,,,,2019-06-26,book,東京大学 [omid:ra/06360816247],,omid:br/06360314754,ja,1.0
4141147,omid:br/06504576770 doi:10.18885/hv.0000000754,"特集 心エコー計測/抽出のコツ,身につけたい考え方/進め方 II 身につけたい考え方/進め方 3 病気を識る,病気を診る O. 先天性心疾患 4 成人期に初めて診断された複雑性先天性心疾患(修正大血管転位)","川松, 直人 [omid:ra/065012963464]; 石津, 智子 [omid:ra/065012963465]",12,25.0,Heart View [omid:br/0604753655 issn:1342-6591],238-244,2021-11-01,journal article,メジカルビュー社 [omid:ra/065012963466],,omid:br/06504576770,ja,1.0
11172840,omid:br/0690195887 doi:10.20518/tjph.898821,Çok Boyutlu Sağlik Kontrol Odaği Ölçeği̇ B Formu Türkçe Geçerli̇K Ve Güveni̇Rli̇Ği̇,"Güzel, Aysun [omid:ra/0690521959]; Turan, Sevgi [omid:ra/0690521960]; Üner, Sarp [omid:ra/0690521961]",,,Türkiye Halk Sağlığı Dergisi [omid:br/0690196460 issn:1304-1088 issn:1304-1096],,2021-11-28,journal article,Turkish Journal Of Public Health [omid:ra/0690521910 crossref:8409],,omid:br/0690195887,tr,1.0
3076732,omid:br/061703872350 doi:10.11603/m.2414-5998.2022.4.13630,Розвиток Пізнавальної Активності Студентів При Вивченні Клінічної Термінології На Заняттях Із Латинської Мови,"Паласюк, Б. М. [omid:ra/0617010501562 orcid:0000-0002-7684-8214]; Паласюк, Г. Б. [omid:ra/0617010501563 orcid:0000-0002-0754-6394]",4,,Медична Освіта [omid:br/061402399193 issn:2414-5998 issn:1681-2751],47-51,2023-03-10,journal article,Ternopil State Medical University [omid:ra/0630115170 crossref:4871],,omid:br/061703872350,uk,1.0
2495018,omid:br/0660756194 doi:10.1007/s11618-019-00891-3,Der Übergang Von Der Grundschule In Die Weiterführende Schule: Potentiale Von Schülerinnen Und Schülern Aus Zuwanderungsfamilien,"Walper, Sabine [omid:ra/06602209562]; Gniewosz, Gabriela [omid:ra/06602209563]",S1,22.0,Zeitschrift Für Erziehungswissenschaft [omid:br/0614014060 issn:1434-663X issn:1862-5215],15-45,2019-09-25,journal article,Springer Science And Business Media Llc [omid:ra/0610116006 crossref:297],,omid:br/0660756194,de,1.0
10780289,omid:br/06150185934 doi:10.1088/1751-8121/ac354e,Variable Energy Flux In Turbulence,"Verma, Mahendra K [omid:ra/062409807 orcid:0000-0002-3380-4561]",1,55,Journal Of Physics A: Mathematical And Theoretical [omid:br/062202552 issn:1751-8121 issn:1751-8113],013002-013002,2021-12-09,journal article,Iop Publishing [omid:ra/0610116040 crossref:266],,omid:br/06150185934,fr,0.7272883653640747
4693901,omid:br/062103880883 doi:10.5281/zenodo.5679023,"Figure 10 In Acaulospora Fanjing (Glomeromycota), A New Species Of Arbuscular Mycorrhizal Fungi From Fanjingshan In China","He, Rong-Jian [omid:ra/062209272739 orcid:0000-0002-2767-8263]; Jiang Long [omid:ra/0621011063378 orcid:0000-0001-7841-0155]; Long Chun-Li [omid:ra/0621011063379 orcid:0000-0001-8065-1126]; Yao Li-Mei [omid:ra/0621011063380 orcid:0000-0003-0871-0958]",,,,,2021-11-05,dataset,Zenodo [omid:ra/0621011063382],,omid:br/062103880883,hr,0.4367842376232147
106104,omid:br/06403948807 doi:10.14582/duzgef.2020.143,Etkili Öğretmenlerin Mesleki Gelişimi,"Eroğlu, Mehmet [omid:ra/064010829413]; Özbek, Ramazan [omid:ra/064010829414]",,,Dicle Üniversitesi Ziya Gökalp Eğitim Fakültesi Dergisi [omid:br/06601507083 issn:1305-0060],,2020-06-19,journal article,Dicle Universitesi Ziya Gokalp Egitim Fakultesi Dergisi [omid:ra/06604516929 crossref:5685],,omid:br/06403948807,tr,0.9999998807907104
10429740,omid:br/06202106753 doi:10.13109/9783666702723.17,2.1 LSBTIQ* Und Alter(n) Aus Psychologischer Sicht,"Kranz, Dirk [omid:ra/06206161561]",,,LSBTIQ* Und Alter(n) [omid:br/06202107677],17-22,2020-06-07,book chapter,"Vandenhoeck & Ruprecht GmbH & Co, Kg [omid:ra/0610116107 crossref:5267]",,omid:br/06202106753,de,0.9998608827590942
1848747,omid:br/061401626416 doi:10.54005/geneltip.996801,Uyanık Hastada Video Yardımlı Torakoskopik Cerrahi,"Yildiran, Hüseyin [omid:ra/061404992507]; Sunam, Güven Sadi [omid:ra/061404992508]",3,31.0,Genel Tıp Dergisi [omid:br/061401627806 issn:2602-3741],262-265,2021-09-20,journal article,Selcuk University [omid:ra/0620115802 crossref:9978],,omid:br/061401626416,tr,0.9998089671134948
6134164,omid:br/061501702399 doi:10.36659/dae.2021.063,Otimização Do Processo De Eletrocoagulação Para Remoção De Nitrato Em Água,"Gondim Cabral Quirino, Amanda [omid:ra/061505080073 orcid:0000-0002-0188-275X]; Gadelha, Carmem Lucia Moreira [omid:ra/065088277 orcid:0000-0002-7226-4684]; Henriques Dos Anjos Junior, Romildo [omid:ra/061505080074 orcid:0000-0002-7577-0531]",232,69,Revista DAE [omid:br/061501702761 issn:0101-6040],92-103,2021-09-24,journal article,Revista Dae [omid:ra/061505079919 crossref:22643],,omid:br/061501702399,pt,1.0
4997467,omid:br/06704243372 doi:10.5281/zenodo.7125531,Merosargus Cingulatus Schiner 1868,"Garceta, Bolívar [omid:ra/0660104206 orcid:0000-0002-4463-8749]; Fachin Diego Aguilar [omid:ra/067011945538]; Zichinelli Marcela Maria Parada [omid:ra/067011945539 orcid:0000-0003-1817-7544]",,,,,2022-09-27,,Zenodo [omid:ra/067011945540],,omid:br/06704243372,et,0.4341995120048523
10652262,omid:br/061803875040 doi:10.5281/zenodo.5686604,"Conostigmus Muratorei Trietsch 2020, Sp. Nov.",Deans Andrew R. [omid:ra/0618010749622]; Ezray Briana [omid:ra/0618010749623]; Mik�� Istv��n [omid:ra/0618010749624]; Trietsch Carolyn [omid:ra/0618010749625],,,,,2020-06-15,,Zenodo [omid:ra/0618010749626],,omid:br/061803875040,de,0.9980704188346864
9120519,omid:br/06420113302 doi:10.1109/newcas57931.2023.10198177,Correcting ADC Jitter Using DPLL Timing Error Signal,"Cardiff, Barry [omid:ra/06420337723]; John, Deepu [omid:ra/06420337724]; O’Hare, Daniel [omid:ra/06420337725]; Shen, Haoyang [omid:ra/06420337726]; Zheng, Hao [omid:ra/06420337727]",,,2023 21St IEEE Interregional NEWCAS Conference (NEWCAS) [omid:br/06420113990],,2023-06-26,proceedings article,Institute Of Electrical And Electronics Engineers (Ieee) [omid:ra/0610116052 crossref:263],,omid:br/06420113302,de,0.8118450045585632
9147094,omid:br/062302524854 doi:10.1109/cts53513.2021.9562746,Approaches To Modeling Development Scenarios Of Multistep Social Engineering Attacks,"Khlobystova, Anastasiia O. [omid:ra/062307210353]; Tulupyev, Alexander L. [omid:ra/062307210354]",,,2021 IV International Conference On Control In Technical Systems (CTS) [omid:br/062302525838],,2021-09-21,proceedings article,Institute Of Electrical And Electronics Engineers (Ieee) [omid:ra/0610116052 crossref:263],,omid:br/062302524854,es,0.9987494945526124
3000967,omid:br/062103543995 doi:10.1079/cabicompendium.91092,Carettochelys Insculpta,Cabi [omid:ra/062109713521],,CABI Compendium,CABI Compendium [omid:br/0601595501 issn:2958-3969],,2022-01-07,journal article,Cabi Publishing [omid:ra/0610116207 crossref:242],,omid:br/062103543995,it,0.8195202946662903
1321997,omid:br/06502107121 doi:10.4271/2022-01-7014,Multi-Objective Adaptive Cruise Control Via Deep Reinforcement Learning,"Zhang, Yourong [omid:ra/06506265295]; Lin, Li [omid:ra/06506265296]; Song, Yizhou [omid:ra/06506265297]; Huang, Kaisheng [omid:ra/06506265298]",,,SAE Technical Paper Series [omid:br/06502108049],,2022-03-31,proceedings article,Sae International [omid:ra/0610116542 crossref:2796],,omid:br/06502107121,fr,0.4467753767967224
844340,omid:br/060548906 doi:10.5281/zenodo.5093690,Clytia Gigantea,"Gil, Marta [omid:ra/0601887980]; Ramil, Fran [omid:ra/0601887981]",,,,,2021-07-07,report,Zenodo [omid:ra/0601887982],,omid:br/060548906,es,0.3219488263130188
3553091,omid:br/06504483521 doi:10.11477/mf.1408201617,特別寄稿 南極越冬診療日誌-氷山のみえる診察室から(前編),"大野, 義一朗 [omid:ra/065012741489]",3,55.0,臨床整形外科 [omid:br/0604082356 issn:0557-0433 issn:1882-1286],258-261,2020-03-25,journal article,株式会社医学書院 [omid:ra/065012741490],,omid:br/06504483521,ja,1.0
5218140,omid:br/06602475897 doi:10.47130/bitlissos.925329,Mardi̇N Müzesi̇’Nde Bulunan Son Dönem Hamayi̇Lleri̇ (Muskaliklar),"Allak, Fırat [omid:ra/06607399944]",,,Bitlis Eren Üniversitesi Sosyal Bilimler Dergisi [omid:br/06602476422 issn:2147-5962],,2021-05-30,journal article,Bitlis Eren University [omid:ra/06607399916 crossref:26709],,omid:br/06602475897,tr,0.9865564703941344
590553,omid:br/06204416971 doi:10.1109/sceecs57921.2023.10062971,A Hybrid Intelligent Control For DSCC Based Modular STATCOM,"Makwana, Vijay H. [omid:ra/062012220391]; Sharma, Rashmi [omid:ra/062012220392]",,,"2023 IEEE International Students' Conference On Electrical, Electronics And Computer Science (SCEECS) [omid:br/06204417956]",,2023-02-18,proceedings article,Institute Of Electrical And Electronics Engineers (Ieee) [omid:ra/0610116052 crossref:263],,omid:br/06204416971,de,0.5626919269561768
9374132,omid:br/061301622801 doi:10.1007/s12182-020-00482-6,Cause Analysis And Solutions Of Water Blocking Damage In Cracked/Non-Cracked Tight Sandstone Gas Reservoirs,"Wang, Jie [omid:ra/061304938142]; Zhou, Fu-Jian [omid:ra/061304938143]",1.0,18.0,Petroleum Science [omid:br/061040223 issn:1672-5107 issn:1995-8226],219-233,2020-07-06,journal article,Elsevier Bv [omid:ra/0610116009 crossref:78],,omid:br/061301622801,fr,0.7072696685791016
7351998,omid:br/06404344713 doi:10.31157/an.v28i3.468,Uso De Tenecteplasa En El Manejo Del Ictus Isquémico Agudo: ¿Realmente Es Seguro Y Tiene Beneficios Frente A Otras Terapias?,"Brett Cano, Patrick Junior [omid:ra/064012367511 orcid:0000-0003-0105-5217]; Cano Carmona, Adrián David [omid:ra/064012367512 orcid:0009-0001-0508-2637]; Guevara Lizarazo, German Andres [omid:ra/064012367513 orcid:0000-0003-0375-760X]; Meza Fandiño, Duvier Fabián [omid:ra/064012367514 orcid:0000-0001-9772-0618]; Ortega-Sierra, Michael [omid:ra/064012367515 orcid:0000-0002-3091-9945]",3,28,Archivos De Neurociencias [omid:br/06404345451 issn:2954-4122],,2023-04-24,journal article,Instituto Nacional De Neurologia Y Neurocirugia Manuel Velasco Suarez [omid:ra/0660115844 crossref:16181],,omid:br/06404344713,es,1.0
2629627,omid:br/062203947604 doi:10.3390/psf2023008042,Machine Learning Methods For Super-Kamiokande Solar Neutrino Classification,"Yankelevich, A. [omid:ra/069011084413 orcid:0000-0002-5963-3123]",,,NuFACT 2022 [omid:br/062203948593],,2023-08-18,proceedings article,Mdpi Ag [omid:ra/0610116165 crossref:1968],,omid:br/062203947604,it,0.6789215207099915
8347989,omid:br/06502166668 doi:10.1007/s10309-021-00442-z,Akut Symptomatische Anfälle Vs. Beginnende Epilepsie Nach Schlaganfall Bei Erwachsenen Und Kindern,"Serles, Wolfgang [omid:ra/06506411971]",4,34.0,Zeitschrift Für Epileptologie [omid:br/06502167546 issn:1617-6782 issn:1610-0646],355-359,2021-09-28,journal article,Springer Science And Business Media Llc [omid:ra/0610116006 crossref:297],,omid:br/06502166668,de,1.0
9322395,omid:br/06904110480 doi:10.11477/mf.1411202456,特集 エキスパートに学ぶ手術記録の描き方 《耳領域》 人工中耳・人工内耳手術,"岩崎, 聡 [omid:ra/069011540806]",8,92,耳鼻咽喉科・頭頸部外科 [omid:br/0604037238 issn:1882-1316 issn:0914-3491],596-599,2020-07-20,journal article,株式会社医学書院 [omid:ra/069011540807],,omid:br/06904110480,ja,1.0
4683669,omid:br/061202885067 doi:10.1080/10406638.2020.1813181,Non-Covalent Bonding Interaction Between Primaquine As Guest And 2-(Hydroxypropyl)-β-Cyclodextrin As Host,"Murugan, Moorthiraman [omid:ra/061208297323]; Rajamohan, Rajaram [omid:ra/061208297324]; Anitha, Arumugam [omid:ra/061208297325]; Fatiha, Madi [omid:ra/061208297326]",4.0,42.0,Polycyclic Aromatic Compounds [omid:br/061063043 issn:1040-6638 issn:1563-5333 issn:1026-7743],1861-1878,2020-10-05,journal article,Informa Uk Limited [omid:ra/0610116005 crossref:301],,omid:br/061202885067,la,0.8508573174476624
