Unnamed: 0.1,Unnamed: 0,id,title,author,issue,volume,venue,page,pub_date,type,publisher,editor,omid,langdetect,langdetect_prob,langid,langid_prob,overall,winner
9921909,9921909,omid:br/061403528456 doi:10.7867/1981-9943.2019v13n1p101-114,O Ensino De Português Língua Estrangeira No Brasil: Ontem E Hoje,"Rocha, Nildicéia Aparecida [omid:ra/061409730863 orcid:0000-0003-3815-3785]",1,13,"Linguagens - Revista De Letras, Artes E Comunicação [omid:br/06701259489 issn:1981-9943]",101-101,2019-04-07,journal article,Fundacao Universidade Regional De Blumenau [omid:ra/0620115808 crossref:4681],,omid:br/061403528456,pt,0.9999958937421636,pt,1.0,pt,langid
3476803,3476803,omid:br/06501194883 doi:10.2174/1570193x1801210210115256,Preface,"Dalpozzo, Renato [omid:ra/06503521093]",1,18.0,Mini-Reviews In Organic Chemistry [omid:br/069034409 issn:1570-193X issn:1875-6298],1-1,2021-03-26,journal article,Bentham Science Publishers Ltd. [omid:ra/0610116023 crossref:965],,omid:br/06501194883,ro,0.9999929533069456,en,0.169461503624916,ro,langdetect
1262659,1262659,omid:br/06701766084 doi:10.25308/aduziraat.600109,Zeytin Ağacı Üzerine Bir Monografi,"Özdağ, Ahmet Nuri [omid:ra/06705460478]; Koyuncu, Fatma [omid:ra/06705460479]",,,Adnan Menderes Üniversitesi Ziraat Fakültesi Dergisi [omid:br/06701767062 issn:1304-7787],,2020-07-03,journal article,Adnan Menderes University [omid:ra/0630115415 crossref:10940],,omid:br/06701766084,tr,0.9999990049064812,tr,0.9518898129463196,tr,langdetect
7163938,7163938,omid:br/060571191 doi:10.5281/zenodo.5225419,"Rhyacophila Nagata Ito 2021, Sp. Nov.","Ito, Tomiko [omid:ra/0601959215]",,,,,2021-08-17,report,Zenodo [omid:ra/0601959216],,omid:br/060571191,tl,0.9999953942401274,en,0.3122741281986236,tl,langdetect
10374293,10374293,omid:br/06390195338 doi:10.11470/jsapmeeting.2019.1.0_3517,ナノ粒子の配列を用いたグラフェンのポーラス化,"米津, 明生 [omid:ra/06390615851]; 古谷, 拓己 [omid:ra/06390615852]",0,2019.1,応用物理学会学術講演会講演予稿集 [omid:br/0604048064 issn:2436-7613 jid:jsapmeeting],3517-3517,2019-02-25,journal article,公益社団法人 応用物理学会 [omid:ra/06390615853],,omid:br/06390195338,ja,0.9999999998517632,ja,1.0,ja,langid
876844,876844,omid:br/061701696028 doi:10.1007/s00347-020-01209-z pmid:32857270,Künstliche Intelligenz In Der Augenheilkunde,"Pfau, Maximilian [omid:ra/061704991570]; Walther, Guenther [omid:ra/061704991571]; Von Der Emde, Leon [omid:ra/061704991572]; Berens, Philipp [omid:ra/061704991573]; Faes, Livia [omid:ra/061704991574]; Fleckenstein, Monika [omid:ra/061704991575]; Heeren, Tjebo [omid:ra/064012203 orcid:0000-0001-5297-2301]; Kortüm, Karsten [omid:ra/061704991576]; Künzel, Sandrine H. [omid:ra/0613048430 orcid:0000-0002-1686-4642]; Müller, Philipp L. [omid:ra/061704991577]; Maloca, Peter M. [omid:ra/061704991578]; Waldstein, Sebastian M. [omid:ra/061704991579]; Wintergerst, Maximilian Wilhelm Maria [omid:ra/06609373 orcid:0000-0002-2766-7038]; Schmitz-Valckenberg, Steffen [omid:ra/061704991580]; Finger, Robert P. [omid:ra/061704991581]; Holz, Frank G. [omid:ra/061704991582]",10,117.0,Der Ophthalmologe [omid:br/0621037433 issn:1433-0423 issn:0941-293X],973-988,2020-08-28,journal article,Springer Science And Business Media Llc [omid:ra/0610116006 crossref:297],,omid:br/061701696028,de,0.9999971778885256,de,1.0,de,langid
10503176,10503176,omid:br/0604214074 doi:10.15034/00007686,越谷の蔵を活かした住文化の継承:住まい・まち学習の実践と課題,"佐々木, 唯 [omid:ra/06012071475]",,53,教育学部紀要 = Annual Report Of The Faculty Of Education [omid:br/06420319944],177-184,2019-12-20,journal article,文教大学 [omid:ra/06012071476],,omid:br/0604214074,ja,0.9999998086190934,ja,1.0,ja,langid
1885216,1885216,omid:br/06901683912 doi:10.5433/2176-6665.2021v26n3p485,Dinâmicas Do Controle À Ação Coletiva: O Policiamento A Protestos No Rio Grande Do Sul (1970-2015),"Fernandes, Eduardo Georjão [omid:ra/067086184 orcid:0000-0002-0307-3550]; Silva, Camila Farias Da [omid:ra/069098991 orcid:0000-0002-2367-8805]",3,26.0,Mediações - Revista De Ciências Sociais [omid:br/06901684689 issn:2176-6665 issn:1414-0543],485-485,2021-12-30,journal article,Universidade Estadual De Londrina [omid:ra/0620115805 crossref:3555],,omid:br/06901683912,pt,0.9999954043107012,pt,1.0,pt,langid
4693973,4693973,omid:br/062103887155 doi:10.19053/0121053x.n41.2023.14055,Tintiando En La Aurora: Recuperación Del Patrimonio Oral Cafetero,"Daza Castañeda, Andrés Felipe [omid:ra/066010663811 orcid:0000-0002-2112-4438]; Montenegro Buriticá, Juan Camilo [omid:ra/0621011084957 orcid:0000-0002-9803-8829]; Pasuy Guerrero, Gladys Yolanda [omid:ra/0621011084958 orcid:0000-0001-6067-4216]",41,,Cuadernos De Lingüística Hispánica [omid:br/06402393480 issn:0121-053X issn:2346-1829],1-21,2023-02-22,journal article,Universidad Pedagogica Y Tecnologica De Colombia [omid:ra/0620115665 crossref:8118],,omid:br/062103887155,es,0.9999942487872708,es,0.9921022057533264,es,langdetect
6357738,6357738,omid:br/06390308133 doi:10.14992/00020585,医学用語「貧血」について,"権, 宇琦 [omid:ra/06390875226]",,27.0,立教大学日本語研究 [omid:br/06390308666 issn:2185-3134],119-144,2021-03-25,journal article,立教大学日本語研究会 [omid:ra/06390875227],,omid:br/06390308133,ja,0.9999997124142056,ja,1.0,ja,langid
5532464,5532464,omid:br/06380168081 doi:10.1002/9783527831913.ch14,Silicon Surface Structuring,[omid:ar/06380637976],,,Silicon [omid:br/06380169016],175-202,2022-12-02,,Wiley [omid:ra/0610116001 crossref:311],,omid:br/06380168081,ro,0.8571379127769632,es,0.5870906114578247,ro,langdetect
5352566,5352566,omid:br/062604003228 doi:10.25130/jtuh.28.4.1.2021.06,معيار السياق ودوره في الاتساق النصي عند الامام الرازي من خلال كتابه مفاتيح الغيب دراسة نحوية,"Mahdi, Amal Saleh [omid:ra/0626011262766]","4, 1",28.0,Journal Of Tikrit University For Humanities [omid:br/061203462529 issn:2664-0570 issn:1817-6798],95-129,2021-04-20,journal article,Tikrit University [omid:ra/0650115551 crossref:10758],,omid:br/062604003228,ar,0.9999987221098924,ar,0.9999997615814208,ar,langid
3204110,3204110,omid:br/061101626282 doi:10.19130/iifl.anec.4.2.2020.0005,"“Infamia Y Vandalismo” (1944), Una Colaboración Significativa De José Revueltas","Nogales Baena, José Luis [omid:ra/061104986561 orcid:0000-0002-9113-9731]; Sainz Paz, Francisco Javier [omid:ra/061104986562]",2,4,(An)Ecdótica [omid:br/061101627381 issn:2683-166X issn:2683-1635],115-127,2020-06-27,journal article,Instituto De Investigaciones Filologicas [omid:ra/0630115153 crossref:8215],,omid:br/061101626282,es,0.9999957370993396,es,0.8858076333999634,es,langdetect
7189694,7189694,omid:br/061302875685 doi:10.3917/rfe.204.0167,Stabilité Du Système Bancaire Européen : Banques Coopératives Versus Banques Commerciales,"Yeddou, Nacera [omid:ra/061308278199]",4,Vol. XXXV,Revue Française D'Économie [omid:br/061302876557 issn:0769-0479 issn:1760-7388],167-195,2021-05-05,journal article,Cairn [omid:ra/0610116153 crossref:2273],,omid:br/061302875685,fr,0.9999962849524706,fr,1.0,fr,langid
7431503,7431503,omid:br/062402645399 doi:10.1201/9780429188947-25,Traumatic Carotid Sinus Reflex,"Doberentz, Elke [omid:ra/062407575396]; Madea, Burkhard [omid:ra/062407575397]",,,"Asphyxiation, Suffocation,and Neck Pressure Deaths [omid:br/062050494 doi:10.1201/9780429188947 isbn:9780429188947]",249-257,2020-07-07,book chapter,Informa Uk Limited [omid:ra/0610116005 crossref:301],,omid:br/062402645399,ro,0.7142825897725801,en,0.7003064155578613,ro,langdetect
10231485,10231485,omid:br/061403437724 doi:10.15448/1980-864x.2022.1.41869,A História Da Independência Do Brasil Desenganada E As Memórias Sobre A Confederação Do Equador Na Trajetória De João Soares Lisboa,"Ferreira, Paula Botafogo Caricchio [omid:ra/061501235921 orcid:0000-0003-3196-3021]",1,48,Estudos Ibero-Americanos [omid:br/06150431489 issn:1980-864X issn:0101-4064],e41869-e41869,2022-09-14,journal article,Edipucrs [omid:ra/0610116312 crossref:6535],,omid:br/061403437724,pt,0.999997456026718,pt,1.0,pt,langid
6808168,6808168,omid:br/06340238914 doi:10.11476/shinkeiganka.39.34,レーザースペックルフローグラフィーを用いた視神経炎疑い症例におけるUhthoff徴候出現前後の眼血流測定,"濱, 奈緒子 [omid:ra/06340647092]; 松本, 直 [omid:ra/06340647093]; 富田, 匡彦 [omid:ra/06340647094]; 功刀, 葉子 [omid:ra/06340647095]; 加藤, 桂子 [omid:ra/06340647096]; 堀, 裕一 [omid:ra/06340647097]; 石川, 均 [omid:ra/06340647098]",1,39,Shinkei Ganka = Neuro-ophthalmology Japan [omid:br/06404166540 jid:shinkeiganka issn:0289-7024 issn:2188-2002],34-39,2022-03-25,journal article,日本神経眼科学会 [omid:ra/06340647099],,omid:br/06340238914,ja,0.9999998172970432,ja,1.0,ja,langid
4092649,4092649,omid:br/061203966057 doi:10.11517/jsaifpai.117.0_07,環境における観測データの関数表現的記述とそのデータ処理,"熊谷, 亘 [omid:ra/0612010935487]",0,117,人工知能学会研究会資料 人工知能基本問題研究会 [omid:br/061203966440 issn:2436-4584 jid:jsaifpai],07-07,2021-09-20,journal article,一般社団法人 人工知能学会 [omid:ra/0612010935488],,omid:br/061203966057,ja,0.9999999867088698,ja,1.0,ja,langid
8506810,8506810,omid:br/06902539495 doi:10.53347/rid-66527,Paranasal Sinus Total Aplasia,"Knipe, Henry [omid:ra/06907280772]; Ebouda, Fakhry [omid:ra/06907280773]",,,Radiopaedia.org [omid:br/06902540490],,2019-02-23,reference entry,Radiopaedia Australia Pty Ltd [omid:ra/0640115437 crossref:30861],,omid:br/06902539495,id,0.7142858575379722,lv,0.6297431588172913,id,langdetect
2391478,2391478,omid:br/06404376071 doi:10.1007/s40278-022-30117-2,Tozinameran,[omid:ar/064017597222],1.0,1937.0,Reactions Weekly [omid:br/061036202 issn:0114-9954 issn:1179-2051],437-437,2022-12-17,journal article,Springer Science And Business Media Llc [omid:ra/0610116006 crossref:297],,omid:br/06404376071,hr,0.9999957976032094,lt,0.3945894241333008,hr,langdetect
6565332,6565332,omid:br/06903976965 doi:10.1007/s40278-023-40960-y,Ciclesonide,[omid:ar/069015931295],1.0,1960.0,Reactions Weekly [omid:br/061036202 issn:0114-9954 issn:1179-2051],132-132,2023-06-10,journal article,Springer Science And Business Media Llc [omid:ra/0610116006 crossref:297],,omid:br/06903976965,es,0.9999930902919392,es,0.5130571126937866,es,langdetect
6652452,6652452,omid:br/06104574756 doi:10.11477/mf.1542202855,バックナンバー「今月の特集」一覧,[omid:ar/061017947659],10,65.0,臨床検査 [omid:br/0603972997 issn:1882-1367 issn:0485-1420],1136-1136,2021-10-15,journal article,株式会社医学書院 [omid:ra/061012614243],,omid:br/06104574756,ja,0.999999720236907,ja,1.0,ja,langid
8369596,8369596,omid:br/061502277159 doi:10.3920/978-90-8686-929-9_fm,Front Matter,[omid:ar/0615010011673],,,Waste To Food [omid:br/061502278122],1-8,2022-02-15,book chapter,Wageningen Academic Publishers [omid:ra/0610116319 crossref:8859],,omid:br/061502277159,nl,0.572128782658648,en,0.169461503624916,nl,langdetect
7197074,7197074,omid:br/06102488522 doi:10.5604/01.3001.0015.5051,Kompetencje HR BP W Odniesieniu Do Ról Pełnionych W Organizacji,"Kopertyńska, Maria Wanda [omid:ra/06107197852]; Dernowska, Natalia [omid:ra/06107197853]",5,142,Zarządzanie Zasobami Ludzkimi [omid:br/06102489163 issn:2543-4411],23-42,2021-10-15,journal article,Index Copernicus [omid:ra/0610116303 crossref:3689],,omid:br/06102488522,pl,0.9999979508936754,pl,1.0,pl,langid
9979443,9979443,omid:br/061103984825 doi:10.54751/revistafoco.v16n5-099,O Brasil E Seus Equipamentos Jurídicos De Proteção Das Relações De Trabalho No Corredor Bioceânico,"Aquino, João Victor Maciel De Almeida [omid:ra/0611011308125]; Félix, Ynes Da Silva [omid:ra/0611011308126]",5.0,16.0,Revista Foco [omid:br/06401785286 issn:1981-223X],e1982-e1982,2023-05-24,journal article,South Florida Publishing Llc [omid:ra/0620115883 crossref:30764],,omid:br/061103984825,pt,0.9999959822402626,pt,1.0,pt,langid
1012833,1012833,omid:br/06702776878 doi:10.1075/nowele.00064.ask,Diachronische Und Synchronische Überlegungen Zu Deutschen Komplementsatzstrukturen,"Askedal, John Ole [omid:ra/06708115101]",1.0,75,NOWELE / North-Western European Language Evolution [omid:br/06702777885 issn:0108-8416 issn:2212-9715],95-115,2022-03-16,journal article,John Benjamins Publishing Company [omid:ra/0610116011 crossref:1757],,omid:br/06702776878,de,0.9999966230195813,de,1.0,de,langid
5365038,5365038,omid:br/06203297811 doi:10.1038/s41569-019-0319-6,A Lower LDL-C Target Is Better After Stroke,"Huynh, Karina [omid:ra/06209286955]",2.0,17.0,Nature Reviews Cardiology [omid:br/0618060109 issn:1759-5002 issn:1759-5010],70-70,2019-11-29,journal article,Springer Science And Business Media Llc [omid:ra/0610116006 crossref:297],,omid:br/06203297811,de,0.7142829105802044,lt,0.747260332107544,lt,langid
3322262,3322262,omid:br/06370264833 doi:10.24506/jsda.5.4_259,『アーカイブズとアーキビスト』,"大月, 英雄 [omid:ra/06370642983]",4,5,デジタルアーカイブ学会誌 [omid:br/06370265040 issn:2432-9770 jid:jsda issn:2432-9762],259-259,2021-10-01,journal article,デジタルアーカイブ学会 [omid:ra/06370642984],,omid:br/06370264833,ja,0.9999999999996364,ja,1.0,ja,langid
2644496,2644496,omid:br/062602105427 doi:10.4000/traces.9488,"Personnifier L’Époque, Vilipender Le Temps Présent. Comment Dire L’Époque Dans Le Théâtre Satirique Français (Milieu Xve Siècle-Fin Xvi","Canadé Sautman, Francesca [omid:ra/062606338007]",36,,Tracés [omid:br/068049463 issn:1763-0061 issn:1963-1812 doi:10.4000/traces],81-97,2019-10-24,journal article,OpenEdition [omid:ra/0610116018 crossref:2399],,omid:br/062602105427,fr,0.9999939697318996,fr,1.0,fr,langid
2731645,2731645,omid:br/06490299763 doi:10.11477/mf.5002201347,特集 脊椎脊髄疾患に対する分類・評価法 第1章 頸椎 頸椎症性脊髄症における責任椎間高位の神経学的診断指標,"亀山, 隆 [omid:ra/06490812611]",4,33.0,脊椎脊髄ジャーナル [omid:br/0604043253 issn:0914-4412],274-279,2020-04-25,journal article,三輪書店 [omid:ra/06490812612],,omid:br/06490299763,ja,0.999997511424435,ja,1.0,ja,langid
3373804,3373804,omid:br/060371673 doi:10.5281/zenodo.3796671,Bebelis Furcula Bates 1880,"Heffern, Daniel [omid:ra/0601338062]; Santos-Silva, Antonio [omid:ra/0601338063]",,,,,2020-04-29,report,Zenodo [omid:ra/0601338064],,omid:br/060371673,de,0.4285701467811705,ms,0.4906762540340423,ms,langid
5422880,5422880,omid:br/060631527 doi:10.5281/zenodo.5570237,"Ragadia Latifasciata Subsp. Cristata Monastyrskii & Vu 2021, Subspec. Nov.","Monastyrskii, Alexander L. [omid:ra/061908582587 orcid:0000-0001-7645-2458]",,,,,2021-10-08,report,Zenodo [omid:ra/0602142180],,omid:br/060631527,ca,0.714283463030399,eo,0.9552769660949708,eo,langid
8793104,8793104,omid:br/060438065 doi:10.5281/zenodo.4409016,FIGURE 17 In Ontogenetic Stages Of Oulenziella Bakeri (Hughes) (Acari: Winterschmidtiidae),"Fan, Qing-Hai [omid:ra/0615051663 orcid:0000-0001-6840-2469]; Li, Dongmei [omid:ra/068061925 orcid:0000-0002-0509-3221]; George, Sherly [omid:ra/06105064731 orcid:0000-0003-1305-4860]",,,,,2020-12-31,,Zenodo [omid:ra/0601549568],,omid:br/060438065,de,0.8571404861882863,de,0.8427681922912598,de,langdetect
2961501,2961501,omid:br/06330144830 doi:10.1002/9781119086130.ch6,F,"Chamberlin, Julie K. [omid:ra/06330440561]",,,The Chaucer Encyclopedia [omid:br/06330145505],693-780,2023-06-19,,Wiley [omid:ra/0610116001 crossref:311],,omid:br/06330144830,de,0.9999940987124444,en,0.169461503624916,de,langdetect
4022081,4022081,omid:br/062603165305 doi:10.3724/sp.j.1041.2020.00758,回避与趋近性负性人格特质对应激心血管反应模式的不同影响,"Lü, Wei [omid:ra/062608754598]",6,52.0,Acta Psychologica Sinica [omid:br/0614061212 issn:0439-755X],758-776,2020-06-01,journal article,China Science Publishing & Media Ltd. [omid:ra/0610116384 crossref:2026],,omid:br/062603165305,ko,0.8571402214833274,zh,1.0,zh,langid
3767188,3767188,omid:br/062301687736 doi:10.21714/10.21714/2236-417x2019v9n1p122,Redes Interorganizacionais E A Criação De Conhecimento: Busca Sistemática,"Ezequiel, Karoline Brasil De Oliveira [omid:ra/062305032295]; Yamaguchi, Cristina Keiko [omid:ra/062305032296]; Watanabe, Melissa [omid:ra/062305032297]",1,9,Perspectivas Em Gestão & Conhecimento [omid:br/062301688679 issn:2236-417X],122-137,2019-04-22,journal article,Portal De Periodicos Ufpb [omid:ra/0620115599 crossref:9775],,omid:br/062301687736,pt,0.9999974418965798,pt,1.0,pt,langid
6600154,6600154,omid:br/06304366244 doi:10.1186/s12929-023-00943-1,Enrichment Strategies To Enhance Genome Editing,"Bak, Rasmus O [omid:ra/0630201 orcid:0000-0002-7383-0297]; Mikkelsen, Nanna S. [omid:ra/063012437796]",1,30,Journal Of Biomedical Science [omid:br/069059751 issn:1423-0127 issn:1021-7770],,2023-07-01,journal article,Springer Science And Business Media Llc [omid:ra/0610116006 crossref:297],,omid:br/06304366244,en,0.7142831714593482,de,0.9486951231956482,de,langid
3629426,3629426,omid:br/06380110429 doi:10.1080/14779072.2023.2266367,Diagnosis Of Cardiac Sarcoidosis: Histological Evidence Vs. Imaging,"Izumi, Chisato [omid:ra/06380300111]; Kitai, Takeshi [omid:ra/06909559829 orcid:0000-0003-2416-5865]; Kurashima, Shinichi [omid:ra/06380300112]; Skoularigis, John [omid:ra/06380300113]; Triposkiadis, Filippos [omid:ra/06380300114]; Xanthopoulos, Andrew [omid:ra/06380300115]",,,Expert Review Of Cardiovascular Therapy [omid:br/0626015472 issn:1744-8344 issn:1477-9072],,2023-09-30,journal article,Informa Uk Limited [omid:ra/0610116005 crossref:301],,omid:br/06380110429,it,0.7142824640236114,en,0.4722822904586792,it,langdetect
1382813,1382813,omid:br/06801585555 doi:10.1080/11356405.2021.1904654,University Accreditations And Publication Of Articles On Education In Spain (Acreditaciones Universitarias Y Publicación De Artículos Sobre Educación En España),"Vargas, Gustavo [omid:ra/0618019594 orcid:0000-0002-2472-9440]; Barroso, Alberto [omid:ra/0621023670 orcid:0000-0003-4011-3379]",2,33.0,Culture And Education [omid:br/06801586563 issn:1578-4118 issn:1135-6405],292-315,2021-04-03,journal article,Informa Uk Limited [omid:ra/0610116005 crossref:301],,omid:br/06801585555,es,0.9999987111970506,es,1.0,es,langid
7000299,7000299,omid:br/062503453897 doi:10.1590/scielopreprints.2875,Desigualdade Na Atenção Pré-Hospitalar No Brasil: Análise Da Eficiência E Suficiência Da Cobertura Do SAMU 192,"Malvestio, Marisa Amaro [omid:ra/0626085535 orcid:0000-0003-0633-9278]; Sousa, Regina [omid:ra/061017870 orcid:0000-0002-2575-7937]",,,,,2022-02-02,web content,FapUNIFESP (SciELO) [omid:ra/0610116252 crossref:530],,omid:br/062503453897,pt,0.999996864315439,pt,1.0,pt,langid
10497869,10497869,omid:br/06480194733 doi:10.11470/jsapmeeting.2019.2.0_1465,同軸型アークプラズマ堆積法により超硬基板上に堆積される超ナノ微結晶ダイヤモンド膜へのボロンドープの効果,"吉武, 剛 [omid:ra/06480572323]; エギザ, モハメド [omid:ra/06480572324]; 村澤, 功基 [omid:ra/06480572325]; モハメド アリ, アリ [omid:ra/06480572326]; 福井, 康雄 [omid:ra/06480572327]; 権田, 英修 [omid:ra/06480572328]; 櫻井, 正俊 [omid:ra/06480572329]",0,2019.2,応用物理学会学術講演会講演予稿集 [omid:br/0604048064 issn:2436-7613 jid:jsapmeeting],1465-1465,2019-09-04,journal article,公益社団法人 応用物理学会 [omid:ra/06480572330],,omid:br/06480194733,ja,0.9999992050333074,ja,1.0,ja,langid
3345403,3345403,omid:br/06602503339 doi:10.35254/bhu.2021.56.57.151,Чет Тили Аркылуу Болочок Адистердин Социалдык Компетенттүүлүгүн Өнүктүрүүнүн Педагогикалык Шарттары,"Чойбекова, Э. [omid:ra/06607480324]",56-57,,Vestnik Bishkek Humanities University [omid:br/06602504381 issn:1694-8130 issn:1694-8122],151-153,2021-06-15,journal article,Bishkek State University Named After Academician Kusein Karasayev [omid:ra/06607480298 crossref:19484],,omid:br/06602503339,ru,0.8571423512625103,ky,1.0,ky,langid
7555667,7555667,omid:br/062103810417 doi:10.5281/zenodo.6457165,Marionina Georgiana,Erséus Christer [omid:ra/0621010643150]; Klinth Mårten J. [omid:ra/0621010643151]; Martinsson Svante [omid:ra/0621010643152]; Prantoni Alessandro L. [omid:ra/0621010643153]; Rota Emilia [omid:ra/0621010643154],,,,,2021-09-24,,Zenodo [omid:ra/0621010643155],,omid:br/062103810417,it,0.9999968051650764,it,0.912847340106964,it,langdetect
6458702,6458702,omid:br/06303887371 doi:10.32629/ej.v2i4.183,市场经济下企业工商管理人才培养模式研究,"李, 最 [omid:ra/063010732519]",4,2,经济学 [omid:br/06202531383 issn:2630-4759],,2019-08-31,journal article,Frontier Scientific Publishing Pte Ltd [omid:ra/0620116393 crossref:17787],,omid:br/06303887371,ko,0.8571423896952424,zh,1.0,zh,langid
926262,926262,omid:br/061301801156 doi:10.33486/jk.v9i1.59,Analisis Pelayanan Ibu Bersalin Pengguna Badan Penyelenggara Jaminan Sosial (Bpjs) Kesehatan Terhadap Kepuasan Pelayanan Kesehatan,"Afni, Erina Nur [omid:ra/061305526456]",1,9.0,Jurnal_Kebidanan [omid:br/061301802385 issn:2620-4894 issn:2252-8121],,2019-05-31,journal article,Akademi Kebidanan Panca Bhakti [omid:ra/061305526451 crossref:19147],,omid:br/061301801156,id,0.9999950878746708,ms,0.9158948063850404,id,langdetect
9768566,9768566,omid:br/06460195616 doi:10.11470/jsapmeeting.2019.2.0_3748,薄型フレキシブルSi太陽電池へ向けたスライスダメージ評価,"大西, 康平 [omid:ra/06460550935]; 横川, 凌 [omid:ra/06460550936]; 西原, 達平 [omid:ra/06460550937]; 神岡, 武文 [omid:ra/06460550938]; 中村, 京太郎 [omid:ra/06460550939]; 大下, 祥雄 [omid:ra/06460550940]; 河津, 知之 [omid:ra/06460550941]; 長井, 俊樹 [omid:ra/06460550942]; 山田, 昇 [omid:ra/06460550943]; 宮下, 幸雄 [omid:ra/06460550944]; 小椋, 厚志 [omid:ra/06460550945]",0,2019.2,応用物理学会学術講演会講演予稿集 [omid:br/0604048064 issn:2436-7613 jid:jsapmeeting],3748-3748,2019-09-04,journal article,公益社団法人 応用物理学会 [omid:ra/06460550946],,omid:br/06460195616,ja,0.9999994175299568,ja,1.0,ja,langid
2863470,2863470,omid:br/062403512681 doi:10.33419/aamd.702425,Pierre Bovet'in Ege Konferansları Ve Türk Eğitime İlişkin Düşünceleri,"Şahi̇N, Mustafa [omid:ra/062409520596]",61,21,Atatürk Araştırma Merkezi Dergisi [omid:br/06210280941 issn:1011-727X],203-217,2020-03-11,journal article,Ataturk Arastirma Merkezi Dergisi [omid:ra/06210797449 crossref:19051],,omid:br/062403512681,tr,0.9999967226924542,tr,0.9999996423721312,tr,langid
4474465,4474465,omid:br/062601930247 doi:10.2478/ntpe-2019-0009,Modern Grinding Balls Sorting Machines,"Piekaj, Paweł [omid:ra/062605744720]",1,2.0,New Trends In Production Engineering [omid:br/062601930884 issn:2545-2843],86-95,2019-10-01,journal article,Walter De Gruyter GmbH [omid:ra/0610116054 crossref:374],,omid:br/062601930247,de,0.9999939053173058,en,0.169461503624916,de,langdetect
1392370,1392370,omid:br/066044317 doi:10.4324/9781003030300 isbn:9781003030300,Dalits,"Teltumbde, Anand [omid:ra/06306952168]",,,,,2020-04-17,book,Informa Uk Limited [omid:ra/0610116005 crossref:301],,omid:br/066044317,de,0.9999624338144406,en,0.169461503624916,de,langdetect
3617705,3617705,omid:br/06270228639 doi:10.14890/jjcanth.86.4_598,「気」はどのように感じられるのか,"黄, 信者 [omid:ra/06270647056]",4,86,文化人類学 [omid:br/0604036086 jid:jjcanth issn:2424-0516 issn:1349-0648],598-616,2022-03-31,journal article,日本文化人類学会 [omid:ra/06270647057],,omid:br/06270228639,ja,0.9999999987482996,ja,1.0,ja,langid
7393106,7393106,omid:br/062501666518 doi:10.1007/s10049-021-00912-x,Vorbereitung Auf Eine Differenzierte Hämotherapie Nach Trauma – Ergebnisse Einer Befragung Deutscher Kliniken,"Jänig, C. [omid:ra/062505122521]; Schmidbauer, W. [omid:ra/062505122522]; Willms, A. G. [omid:ra/062505122523]; Maegele, M. [omid:ra/062505122524]; Matthes, G. [omid:ra/062505122525]; Grübl, T. [omid:ra/062505122526]; Jaekel, C. [omid:ra/062505122527]; Kollig, E. [omid:ra/062505122528]; Bieler, D. [omid:ra/062505122529]; Sektion Notfall- Intensivmedizin Und Schwerverletztenversorgung Der Dgu Sektion Nis [omid:ra/062505122530]",,,Notfall + Rettungsmedizin [omid:br/0612035725 issn:1434-6222 issn:1436-0578],,2021-07-05,journal article,Springer Science And Business Media Llc [omid:ra/0610116006 crossref:297],,omid:br/062501666518,de,0.99999647056498,de,1.0,de,langid
1122744,1122744,omid:br/06604480252 doi:10.11477/mf.1663201555,書評 -シリーズ ケアをひらく-誤作動する脳,"山川, みやえ [omid:ra/066012743100]",8,61.0,看護教育 [omid:br/0603971636 issn:1882-1391 issn:0047-1895],771-771,2020-08-25,journal article,株式会社医学書院 [omid:ra/066012743101],,omid:br/06604480252,ja,0.9999998154196283,ja,1.0,ja,langid
